transaction_id,opportunity_name,product_id,store_id,quantity,selling_price,discount_amount,transaction_timestamp,payment_mode,sales_channel
TXN000239,Smart Groceries Order 6,P0014,S003,5,40683,2332,04-Feb-2026 07.21.14 PM,Card,Store
TXN000240,Smart Lifestyle Order 16,P0006,S004,1,116093,9895,26-Jan-2026 04.39.34 AM,UPI,Store
TXN000241,Fresh Mobile Order 1,P0007,S003,1,49363,5394,20-Feb-2026 02.15.06 PM,Card,Online
TXN000242,Urban Lifestyle Order 46,P0008,S001,3,50201,2919,03-Jan-2026 10.19.54 PM,Net Banking,Store
TXN000243,Urban Fashion Order 77,P0014,S002,4,102738,5206,04-Jan-2026 05.50.44 PM,Cash,Online
TXN000244,Fresh Accessories Order 50,P0006,S002,1,105582,14464,07-Feb-2026 05.00.26 PM,Cash,Store
TXN000245,Fresh Lifestyle Order 92,P0013,S002,4,55816,1765,15-Mar-2026 12.30.02 PM,Crypto,Store
TXN000246,Elite Fashion Order 96,P0007,S001,2,67645,2463,01-Mar-2026 12.42.16 PM,UPI,Online
TXN000247,Urban Electronics Order 62,P0015,S005,2,17894,1786,06-Mar-2026 07.02.14 PM,Card,Online
TXN000248,Quick Appliances Order 82,P0001,S005,5,118372,16364,14-Mar-2026 01.39.24 AM,Cash,Online
TXN000249,Metro Mobile Order 38,P0010,S005,1,19118,1738,19-Jan-2026 06.06.53 PM,Card,Online
TXN000250,Smart Furniture Order 63,P0015,S005,4,46021,654,26-Mar-2026 01.13.50 PM,Cash,Online
TXN000251,Royal Electronics Order 11,P0003,S003,2,92851,11964,27-Jan-2026 07.53.24 PM,Card,Store
TXN000252,Urban Lifestyle Order 46,P0011,S005,2,36876,357,24-Mar-2026 03.01.57 AM,Net Banking,Store
TXN000253,Modern Mobile Order 93,P0013,S002,2,71666,5358,25-Jan-2026 07.56.52 PM,Net Banking,Store
TXN000254,Royal Lifestyle Order 84,P0013,S001,2,2803,336,09-Mar-2026 06.15.13 PM,Net Banking,Online
TXN000255,Prime Fashion Order 19,P0015,S004,1,79243,9462,02-Jan-2026 05.20.00 AM,Net Banking,Online
TXN000256,Elite Fashion Order 96,P0013,S004,2,64717,9631,11-Jan-2026 02.18.13 PM,Net Banking,Online
TXN000257,Metro Electronics Order 43,P0009,S002,5,107017,7790,26-Jan-2026 06.41.01 AM,Net Banking,Online
TXN000258,Metro Lifestyle Order 44,P0010,S005,3,53655,525,28-Feb-2026 01.38.28 PM,Cash,Online
TXN000259,Quick Mobile Order 47,P0010,S001,4,1453,7,02-Feb-2026 05.30.46 PM,Cash,Store
TXN000260,Fresh Furniture Order 53,P0004,S003,2,74168,9041,05-Mar-2026 04.42.11 AM,Card,Online
TXN000261,Smart Electronics Order 66,P0006,S001,4,12218,1706,01-Feb-2026 07.52.30 AM,Card,Store
TXN000262,Royal Furniture Order 57,P0009,S002,5,45093,5358,10-Jan-2026 04.08.38 PM,Cash,Online
TXN000263,Quick Furniture Order 60,P0005,S001,3,35856,4249,13-Jan-2026 09.39.35 AM,Card,Store
TXN000264,Fresh Mobile Order 31,P0004,S003,5,58983,332,06-Jan-2026 06.31.39 AM,Card,Online
TXN000265,Quick Groceries Order 91,P0020,S004,5,97092,14102,10-Jan-2026 02.03.27 AM,Net Banking,Store
TXN000266,Value Lifestyle Order 68,P0015,S002,3,60245,5951,21-Feb-2026 02.07.49 PM,Crypto,Store
TXN000267,Prime Mobile Order 90,P0013,S002,1,45237,1150,10-Jan-2026 07.55.31 PM,Net Banking,Store
TXN000268,Metro Lifestyle Order 44,P0003,S002,4,22762,1943,12-Mar-2026 02.51.22 PM,Card,Store
TXN000269,Fresh Groceries Order 39,P0013,S002,5,39328,1282,01-Mar-2026 10.00.07 PM,Net Banking,Online
TXN000270,Mega Groceries Order 10,P0017,S001,2,96422,7729,04-Jan-2026 08.44.46 PM,Net Banking,Store
TXN000271,Fresh Groceries Order 39,P0015,S004,4,45916,6375,12-Mar-2026 01.33.28 PM,Cash,Store
TXN000272,Modern Mobile Order 93,P0007,S001,4,28619,-50,26-Jan-2026 04.19.52 AM,UPI,Online
TXN000273,Value Accessories Order 12,P0007,S003,3,75252,1147,06-Jan-2026 04.08.16 PM,Cash,Online
TXN000274,Fresh Groceries Order 39,P0016,S003,5,57010,2236,09-Mar-2026 02.40.58 AM,Card,Online
TXN000275,Smart Mobile Order 80,P0018,S003,2,34996,660,22-Jan-2026 08.06.29 PM,UPI,Store
TXN000276,Elite Furniture Order 54,P0020,S004,3,99812,4555,26-Mar-2026 07.51.57 AM,Card,Online
TXN000277,Metro Fashion Order 36,P0004,S005,4,73839,3223,29-Jan-2026 08.36.25 AM,Cash,Online
TXN000278,Fresh Accessories Order 50,P0005,S004,1,49974,6811,19-Feb-2026 06.16.43 AM,Card,Store
TXN000279,Metro Electronics Order 43,P0013,S001,3,17022,807,05-Mar-2026 12.19.17 PM,UPI,Online
TXN000280,Prime Groceries Order 78,P0007,S001,-1,66363,2066,02-Jan-2026 03.45.27 PM,Cash,Online
TXN000281,Modern Lifestyle Order 17,P0012,S001,2,110286,13799,18-Jan-2026 04.55.36 AM,Net Banking,Online
TXN000282,Modern Lifestyle Order 18,P0004,S001,3,37041,4417,29-Jan-2026 02.25.20 PM,UPI,Store
TXN000283,Quick Groceries Order 91,P0020,S001,3,90186,2699,15-Feb-2026 07.06.19 AM,Card,Store
TXN000284,Fresh Mobile Order 1,P0009,S004,5,60388,5313,01-Jan-2026 06.19.18 PM,Net Banking,Store
TXN000285,Fresh Mobile Order 1,P0004,S004,3,91217,9282,30-Jan-2026 01.42.05 AM,Card,Online
TXN000286,Quick Furniture Order 60,P0004,S004,2,6655,923,10-Jan-2026 12.15.21 PM,UPI,Store
TXN000287,Elite Accessories Order 13,P0020,S001,2,51713,2366,31-Mar-2026 05.34.02 AM,UPI,Online
TXN000288,Value Accessories Order 12,P0004,S004,2,1771,74,23-Feb-2026 07.22.37 AM,UPI,Store
TXN000289,Quick Fashion Order 41,P0007,S001,1,103302,4574,07-Mar-2026 04.16.18 AM,Card,Store
TXN000290,Quick Groceries Order 76,P0017,S004,3,69523,7709,24-Mar-2026 01.17.58 PM,Card,Online
TXN000291,Urban Electronics Order 62,P0011,S002,3,71227,5899,17-Feb-2026 03.15.30 AM,Card,Online
TXN000292,Global Electronics Order 9,P0014,S005,1,89434,3299,09-Mar-2026 04.29.52 AM,Cash,Store
TXN000293,Urban Mobile Order 42,P0019,S001,3,45208,389,20-Mar-2026 01.15.36 AM,Net Banking,Store
TXN000294,Elite Mobile Order 83,P0002,S004,5,98032,2547,05-Jan-2026 04.52.16 PM,Net Banking,Store
TXN000295,Urban Groceries Order 8,P0002,S002,3,16708,1415,13-Jan-2026 05.18.49 AM,Cash,Store
TXN000296,Modern Lifestyle Order 58,P0007,S002,4,111662,13,05-Feb-2026 06.10.58 PM,Net Banking,Online
TXN000297,Urban Lifestyle Order 74,P0013,S001,4,91432,7707,09-Feb-2026 02.01.23 AM,Card,Store
TXN000298,Quick Mobile Order 47,P0018,S005,3,74688,566,02-Feb-2026 09.31.49 PM,Net Banking,Store
TXN000299,Global Electronics Order 9,P0013,S002,4,58672,6896,11-Feb-2026 03.51.12 AM,Net Banking,Store
TXN000300,Fresh Lifestyle Order 92,P0015,S003,2,73342,1270,04-Feb-2026 11.16.48 AM,Net Banking,Online
TXN000301,Value Lifestyle Order 68,P0009,S002,2,48996,6546,05-Mar-2026 03.20.31 AM,Cash,Online
TXN000302,Elite Appliances Order 73,P0012,S001,5,47992,3531,15-Feb-2026 11.09.34 AM,Cash,Store
TXN000303,Fresh Appliances Order 15,P0005,S004,5,58278,8153,05-Mar-2026 08.58.35 AM,UPI,Online
TXN000304,Modern Lifestyle Order 18,P0004,S003,5,76541,6646,01-Mar-2026 11.46.06 PM,Net Banking,Store
TXN000305,Urban Groceries Order 8,P0020,S002,1,80841,4538,25-Jan-2026 07.12.34 PM,UPI,Online
TXN000306,Elite Electronics Order 52,P0006,S005,2,8278,858,27-Feb-2026 07.03.37 PM,Net Banking,Online
TXN000307,Elite Fashion Order 71,P0018,S003,3,46256,409,01-Jan-2026 05.21.44 PM,UPI,Online
TXN000308,Royal Groceries Order 59,P0017,S002,4,53951,6541,21-Mar-2026 09.30.25 AM,Cash,Online
TXN000309,Modern Lifestyle Order 18,P0016,S001,5,79898,5634,03-Feb-2026 10.14.36 PM,UPI,Store
TXN000310,Value Furniture Order 70,P0007,S005,5,14208,514,29-Mar-2026 12.30.14 PM,Cash,Store
TXN000311,Modern Accessories Order 20,P0011,S003,1,100240,14243,11-Jan-2026 08.36.30 PM,Net Banking,Store
TXN000312,Value Fashion Order 4,P0001,S005,4,71923,7286,26-Mar-2026 11.45.20 AM,Card,Store
TXN000313,Elite Accessories Order 13,P0010,S001,4,4835,391,24-Jan-2026 12.45.55 AM,UPI,Store
TXN000314,Metro Electronics Order 67,P0012,S002,4,101178,12457,28-Mar-2026 05.38.09 PM,Net Banking,Store
TXN000315,Smart Fashion Order 79,P0002,S001,1,39202,1508,20-Feb-2026 06.38.07 AM,Card,Store
TXN000316,Elite Accessories Order 13,P0003,S004,3,95738,9032,05-Mar-2026 07.36.28 AM,Net Banking,Online
TXN000317,Quick Mobile Order 47,P0018,S002,4,69476,9234,10-Mar-2026 08.28.01 PM,Card,Store
TXN000318,Global Appliances Order 51,P0015,S002,5,115345,5069,14-Mar-2026 06.13.35 PM,Net Banking,Store
TXN000319,Value Mobile Order 81,P0011,S002,1,52928,1558,03-Jan-2026 01.27.42 PM,Card,Online
TXN000320,Global Appliances Order 51,P0004,S004,2,49963,5692,03-Mar-2026 11.08.02 PM,Cash,Store
TXN000321,Quick Groceries Order 34,P0006,S002,5,106691,12200,03-Jan-2026 11.05.03 AM,Cash,Store
TXN000322,Prime Mobile Order 90,P0014,S002,1,76138,1417,29-Mar-2026 08.23.19 PM,Cash,Online
TXN000323,Smart Fashion Order 79,P0005,S002,4,22810,3257,30-Mar-2026 08.30.37 PM,UPI,Online
TXN000324,Modern Mobile Order 93,P0019,S004,4,64386,6626,19-Feb-2026 08.09.38 PM,Net Banking,Store
TXN000325,Value Accessories Order 12,P0008,S005,5,32871,757,30-Mar-2026 09.43.26 AM,Net Banking,Store
TXN000326,Elite Mobile Order 83,P0002,S002,2,95809,13560,13-Jan-2026 09.52.00 AM,Cash,Store
TXN000327,Mega Appliances Order 89,P0003,S004,3,50629,3092,13-Feb-2026 11.11.26 PM,Net Banking,Online
TXN000328,Fresh Electronics Order 85,P0005,S004,5,79499,1962,26-Mar-2026 06.02.36 PM,Crypto,Online
TXN000329,Mega Fashion Order 40,P0013,S003,1,74236,4458,04-Feb-2026 06.28.10 AM,Card,Online
TXN000330,Urban Furniture Order 35,P0003,S001,2,101544,4641,03-Feb-2026 03.42.14 AM,Cash,Online
TXN000331,Fresh Groceries Order 39,P0003,S002,3,88708,3271,21-Feb-2026 01.54.54 AM,Net Banking,Online
TXN000332,Elite Accessories Order 28,P0016,S001,5,23374,813,17-Mar-2026 09.02.00 PM,Net Banking,Store
TXN000333,Royal Electronics Order 72,P0019,S001,1,106148,7201,03-Jan-2026 08.27.02 AM,Cash,Store
TXN000334,Elite Accessories Order 28,P0012,S003,2,99569,1344,08-Mar-2026 07.26.15 PM,Cash,Online
TXN000335,Value Furniture Order 70,P0016,S003,1,24407,-50,04-Mar-2026 06.30.16 AM,UPI,Online
TXN000336,Metro Fashion Order 36,P0015,S005,1,42597,4536,10-Jan-2026 10.40.27 PM,Net Banking,Store
TXN000337,Fresh Lifestyle Order 92,P0018,S004,2,91089,10470,08-Jan-2026 01.07.40 PM,Net Banking,Store
TXN000338,Mega Groceries Order 10,P0005,S003,2,69282,5798,01-Feb-2026 03.59.37 PM,Net Banking,Store
TXN000339,Quick Mobile Order 47,P0010,S005,4,112806,15122,14-Feb-2026 06.37.18 AM,Net Banking,Online
TXN000340,Value Lifestyle Order 68,P0013,S001,5,94905,13726,04-Jan-2026 02.06.35 AM,UPI,Online
TXN000341,Fresh Electronics Order 85,P0008,S001,1,2723,74,02-Jan-2026 06.41.44 AM,UPI,Store
TXN000342,Metro Lifestyle Order 44,P0020,S003,3,55366,7322,11-Mar-2026 11.24.27 PM,Card,Online
TXN000343,Elite Accessories Order 28,P0006,S005,3,106861,8820,16-Feb-2026 03.21.57 PM,UPI,Store
TXN000344,Metro Electronics Order 67,P0011,S004,1,30249,4480,24-Mar-2026 06.41.22 AM,Cash,Online
TXN000345,Value Mobile Order 81,P0007,S002,4,113998,13946,13-Jan-2026 02.09.28 PM,Net Banking,Store
TXN000346,Quick Appliances Order 97,P0006,S005,2,51199,2304,15-Jan-2026 01.24.08 PM,Cash,Online
TXN000347,Smart Mobile Order 80,P0012,S001,3,119154,7899,27-Jan-2026 12.28.55 PM,UPI,Store
TXN000348,Metro Groceries Order 24,P0017,S001,4,93148,2396,01-Mar-2026 12.26.17 AM,Net Banking,Online
TXN000349,Fresh Electronics Order 65,P0013,S003,4,118359,133,14-Mar-2026 01.31.09 PM,Net Banking,Online
TXN000350,Value Fashion Order 4,P0018,S003,4,16714,1471,10-Mar-2026 07.38.56 PM,Net Banking,Store
TXN000351,Elite Lifestyle Order 99,P0001,S001,4,28466,2419,31-Jan-2026 01.22.39 AM,Cash,Store
TXN000352,Fresh Electronics Order 65,P0019,S005,4,59030,7754,22-Feb-2026 01.02.02 PM,Cash,Store
TXN000353,Elite Accessories Order 28,P0007,S005,1,59617,4036,18-Feb-2026 09.28.29 PM,Cash,Online
TXN000354,Quick Furniture Order 48,P0014,S004,4,93093,3795,19-Feb-2026 09.46.51 AM,Net Banking,Store
TXN000355,Quick Fashion Order 41,P0014,S004,1,31324,1634,25-Feb-2026 03.19.19 PM,UPI,Store
TXN000356,Quick Appliances Order 97,P0003,S003,2,11719,1101,25-Feb-2026 03.36.11 PM,Card,Online
TXN000357,Quick Furniture Order 48,P0020,S001,3,6245,438,25-Jan-2026 10.16.51 AM,Card,Online
TXN000358,Fresh Electronics Order 85,P0018,S003,2,71736,9598,25-Feb-2026 04.05.26 PM,Card,Online
TXN000359,Urban Mobile Order 42,P0020,S004,1,115412,4825,08-Feb-2026 06.34.22 AM,Card,Online
TXN000360,Value Groceries Order 25,P0017,S004,2,11136,1257,02-Jan-2026 09.41.56 AM,Cash,Online
TXN000361,Royal Groceries Order 100,P0005,S001,1,79809,7426,04-Feb-2026 09.37.01 PM,Cash,Store
TXN000362,Mega Appliances Order 89,P0013,S001,4,17475,587,06-Feb-2026 02.59.20 AM,Net Banking,Online
TXN000363,Modern Accessories Order 20,P0016,S003,3,29282,946,05-Mar-2026 02.50.05 AM,Cash,Store
TXN000364,Metro Electronics Order 43,P0004,S001,3,110521,5990,23-Feb-2026 02.03.14 PM,UPI,Online
TXN000365,Value Mobile Order 81,P0011,S002,1,46540,2945,06-Jan-2026 04.23.33 AM,UPI,Online
TXN000366,Fresh Lifestyle Order 92,P0019,S001,3,24434,3016,31-Mar-2026 01.50.59 PM,Card,Store
TXN000367,Value Lifestyle Order 61,P0020,S004,1,97430,10714,13-Jan-2026 11.15.55 PM,UPI,Online
TXN000368,Metro Electronics Order 67,P0001,S005,5,72825,4214,08-Mar-2026 04.41.40 AM,Net Banking,Store
TXN000369,Prime Groceries Order 78,P0005,S002,1,41479,3441,13-Jan-2026 03.38.02 AM,Cash,Store
TXN000370,Quick Groceries Order 91,P0014,S002,3,97812,1828,27-Jan-2026 12.37.27 PM,Cash,Online
TXN000371,Urban Mobile Order 3,P0017,S001,4,82958,11752,05-Feb-2026 06.22.03 AM,Cash,Online
TXN000372,Fresh Electronics Order 65,P0002,S005,4,49210,3406,10-Feb-2026 01.22.08 PM,UPI,Store
TXN000373,Royal Mobile Order 23,P0004,S002,2,59017,6193,19-Mar-2026 04.30.57 PM,Cash,Store
TXN000374,Value Fashion Order 4,P0005,S005,5,43582,1331,02-Feb-2026 10.44.08 AM,UPI,Online
TXN000375,Elite Accessories Order 28,P0013,S001,2,114984,5027,15-Jan-2026 06.26.14 AM,Cash,Store
TXN000376,Quick Appliances Order 22,P0008,S003,1,11039,955,29-Jan-2026 11.37.30 AM,Card,Store
TXN000377,Fresh Lifestyle Order 92,P0003,S003,2,44279,5968,10-Jan-2026 07.08.07 PM,UPI,Store
TXN000378,Elite Lifestyle Order 99,P0001,S005,1,118973,7140,07-Jan-2026 09.34.04 PM,Card,Store
TXN000379,Royal Groceries Order 100,P0002,S003,3,46704,5717,04-Jan-2026 05.41.10 AM,UPI,Store
TXN000380,Elite Fashion Order 71,P0018,S005,4,33401,2551,20-Feb-2026 01.52.50 PM,UPI,Online
TXN000381,Metro Electronics Order 67,P0007,S004,3,16339,173,25-Feb-2026 10.19.30 AM,Net Banking,Online
TXN000382,Modern Mobile Order 94,P0006,S001,1,94243,4111,05-Feb-2026 07.51.16 PM,Cash,Online
TXN000383,Fresh Groceries Order 39,P0008,S003,2,38975,4262,14-Jan-2026 01.17.12 AM,Card,Store
TXN000384,Fresh Electronics Order 75,P0008,S003,2,102774,14458,23-Jan-2026 01.09.11 AM,Card,Store
TXN000385,Quick Appliances Order 22,P0020,S002,3,12033,259,03-Feb-2026 09.36.04 PM,Net Banking,Online
TXN000386,Urban Mobile Order 42,P0009,S005,1,80460,4948,13-Jan-2026 03.36.11 AM,UPI,Store
TXN000387,Quick Electronics Order 27,P0007,S003,5,16229,355,21-Jan-2026 03.10.38 AM,Net Banking,Store
TXN000388,Modern Accessories Order 20,P0011,S002,1,54586,1413,12-Feb-2026 04.10.41 AM,UPI,Online
TXN000389,Global Appliances Order 51,P0002,S005,2,11426,115,12-Jan-2026 10.57.26 AM,Cash,Online
TXN000390,Urban Electronics Order 62,P0018,S001,5,55072,3434,05-Mar-2026 08.56.30 PM,UPI,Online
TXN000391,Smart Electronics Order 66,P0004,S003,3,21261,2019,25-Mar-2026 11.18.01 AM,Card,Online
TXN000392,Metro Lifestyle Order 55,P0018,S001,3,37344,3921,22-Feb-2026 07.44.39 PM,Cash,Store
TXN000393,Royal Groceries Order 100,P0007,S003,1,59543,4585,03-Jan-2026 10.03.17 AM,Card,Store
TXN000394,Modern Mobile Order 93,P0007,S002,2,91750,10980,20-Jan-2026 04.01.49 AM,Net Banking,Online
TXN000395,Mega Appliances Order 89,P0005,S002,3,58208,8544,24-Jan-2026 03.09.34 PM,Net Banking,Store
TXN000396,Smart Lifestyle Order 16,P0014,S004,3,8374,617,22-Jan-2026 06.27.25 AM,Cash,Store
TXN000397,Urban Appliances Order 37,P0012,S005,4,1404,204,06-Feb-2026 08.07.08 AM,UPI,Online
TXN000398,Smart Electronics Order 66,P0020,S002,3,26989,250,12-Feb-2026 12.13.31 AM,UPI,Online
TXN000399,Urban Mobile Order 42,P0010,S003,3,107360,5699,08-Jan-2026 10.46.44 AM,Card,Store
TXN000400,Urban Mobile Order 42,P0006,S003,2,-100,5839,16-Mar-2026 07.02.25 AM,Cash,Online
TXN000401,Mega Appliances Order 89,P0009,S004,1,95225,14175,27-Mar-2026 10.02.33 AM,UPI,Store
TXN000402,Elite Accessories Order 28,P0014,S003,3,21272,370,22-Jan-2026 01.29.16 AM,Cash,Store
TXN000403,Value Mobile Order 81,P0017,S004,1,89380,12929,15-Jan-2026 11.19.11 AM,Net Banking,Online
TXN000404,Prime Mobile Order 90,P0015,S005,5,12100,1380,26-Feb-2026 05.00.09 PM,Net Banking,Online
TXN000405,Mega Fashion Order 40,P0014,S003,2,47179,3221,08-Mar-2026 07.41.22 PM,Net Banking,Store
TXN000406,Urban Mobile Order 42,P0009,S001,4,95955,5500,11-Jan-2026 07.15.21 PM,Cash,Store
TXN000407,Value Fashion Order 95,P0011,S004,4,13578,695,19-Jan-2026 01.06.34 AM,Card,Online
TXN000408,Smart Furniture Order 63,P0008,S005,3,75459,10934,20-Mar-2026 01.53.51 PM,Cash,Online
TXN000409,Royal Electronics Order 11,P0020,S005,4,9957,436,30-Jan-2026 11.16.08 AM,Card,Online
TXN000410,Elite Lifestyle Order 99,P0015,S005,2,32550,3156,09-Mar-2026 05.35.43 PM,UPI,Store
TXN000411,Quick Mobile Order 47,P0007,S001,4,22829,334,06-Mar-2026 12.04.48 PM,Cash,Online
TXN000412,Mega Appliances Order 49,P0020,S003,3,116727,14907,11-Feb-2026 04.14.54 PM,UPI,Store
TXN000413,Urban Fashion Order 77,P0004,S003,5,113373,5389,01-Mar-2026 04.20.06 AM,Cash,Store
TXN000414,Fresh Accessories Order 50,P0006,S005,5,74075,9434,19-Feb-2026 09.08.58 AM,Net Banking,Online
TXN000415,Mega Mobile Order 26,P0013,S002,5,85948,732,15-Mar-2026 08.21.45 AM,Card,Store
TXN000416,Quick Electronics Order 5,P0001,S003,1,31792,1777,10-Feb-2026 06.43.20 AM,Net Banking,Store
TXN000417,Royal Electronics Order 11,P0009,S002,4,83117,7470,09-Mar-2026 05.55.39 AM,Cash,Online
TXN000418,Metro Electronics Order 43,P0011,S003,4,118329,15336,06-Feb-2026 11.49.04 PM,Net Banking,Online
TXN000419,Modern Mobile Order 93,P0016,S005,1,62343,8049,01-Mar-2026 10.49.54 AM,Card,Online
TXN000420,Fresh Mobile Order 31,P0012,S004,5,74635,4881,10-Feb-2026 08.46.33 AM,Cash,Online
TXN000421,Global Fashion Order 56,P0014,S004,3,825,43,29-Mar-2026 08.20.12 AM,Card,Online
TXN000422,Elite Fashion Order 71,P0007,S001,3,17399,641,28-Feb-2026 08.51.49 AM,Cash,Store
TXN000423,Fresh Accessories Order 50,P0018,S001,4,110276,10820,17-Mar-2026 03.16.27 PM,Net Banking,Store
TXN000424,Quick Appliances Order 22,P0010,S005,5,53481,1222,19-Mar-2026 09.14.55 AM,Cash,Online
TXN000425,Global Mobile Order 69,P0005,S003,1,25365,283,10-Feb-2026 02.57.28 AM,UPI,Store
TXN000426,Metro Electronics Order 21,P0012,S003,1,90774,11002,17-Jan-2026 03.20.59 AM,Cash,Online
TXN000427,Quick Furniture Order 48,P0003,S003,5,98901,349,18-Jan-2026 11.42.38 PM,Card,Store
TXN000428,Smart Mobile Order 80,P0014,S002,1,15051,1006,25-Jan-2026 08.55.46 AM,Card,Online
TXN000429,Urban Groceries Order 8,P0009,S001,4,19362,103,07-Mar-2026 02.34.34 PM,UPI,Online
TXN000430,Fresh Mobile Order 1,P0012,S005,2,61955,9031,23-Mar-2026 12.57.59 AM,Net Banking,Online
TXN000431,Value Fashion Order 95,P0012,S001,2,75578,4198,09-Mar-2026 09.51.55 PM,UPI,Store
TXN000432,Smart Furniture Order 63,P0003,S004,4,64251,4340,09-Feb-2026 11.53.13 AM,Net Banking,Store
TXN000433,Quick Appliances Order 22,P0003,S001,1,90668,8100,10-Mar-2026 04.20.43 AM,Card,Store
TXN000434,Fresh Mobile Order 31,P0012,S004,4,87545,1900,27-Jan-2026 06.58.19 PM,UPI,Store
TXN000435,Urban Furniture Order 35,P0008,S003,2,3846,540,22-Mar-2026 03.18.11 AM,UPI,Online
TXN000436,Modern Lifestyle Order 18,P0011,S001,2,108663,5897,04-Mar-2026 04.48.07 PM,Cash,Store
TXN000437,Value Groceries Order 45,P0006,S002,4,18142,508,19-Mar-2026 10.06.58 PM,Cash,Store
TXN000438,Royal Mobile Order 23,P0014,S003,5,4839,494,15-Jan-2026 11.48.53 PM,Card,Store
TXN000439,Quick Accessories Order 29,P0012,S003,4,-100,4672,12-Mar-2026 05.09.07 AM,Cash,Store
TXN000440,Urban Fashion Order 77,P0019,S005,5,47426,2587,22-Feb-2026 03.36.06 AM,Card,Online
TXN000441,Value Groceries Order 45,P0020,S001,1,23519,2937,19-Jan-2026 04.07.35 PM,Net Banking,Online
TXN000442,Smart Mobile Order 80,P0011,S004,2,3177,300,22-Feb-2026 08.16.06 PM,Net Banking,Online
TXN000443,Elite Fashion Order 96,P0004,S003,2,102741,11332,28-Feb-2026 11.43.55 AM,Card,Online
TXN000444,Fresh Mobile Order 1,P0017,S004,5,110715,4306,28-Jan-2026 12.49.18 AM,Card,Store
TXN000445,Smart Furniture Order 63,P0009,S002,4,113247,12547,26-Mar-2026 12.45.42 PM,Cash,Online
TXN000446,Value Mobile Order 81,P0009,S001,5,91986,5608,13-Feb-2026 12.33.25 AM,Card,Online
TXN000447,Urban Groceries Order 8,P0014,S003,1,94363,1645,16-Feb-2026 12.00.14 AM,Cash,Store
TXN000448,Smart Groceries Order 6,P0005,S001,4,57425,4912,31-Jan-2026 08.08.50 PM,Net Banking,Online
TXN000449,Smart Electronics Order 66,P0004,S004,1,35591,1649,18-Mar-2026 08.25.05 AM,Card,Online
TXN000450,Metro Groceries Order 24,P0019,S003,4,109954,2315,09-Feb-2026 07.12.51 PM,Net Banking,Online
TXN000451,Elite Fashion Order 96,P0003,S004,3,63411,3778,28-Jan-2026 06.41.10 AM,Card,Online
TXN000452,Elite Mobile Order 14,P0002,S003,3,21328,2085,25-Jan-2026 04.14.55 AM,Net Banking,Online
TXN000453,Quick Accessories Order 29,P0018,S005,2,22820,877,30-Mar-2026 03.37.00 PM,Net Banking,Store
TXN000454,Prime Fashion Order 19,P0009,S004,3,37793,1437,21-Feb-2026 12.38.26 PM,Cash,Online
TXN000455,Value Mobile Order 81,P0016,S004,4,76578,10230,16-Jan-2026 10.20.19 AM,UPI,Store
TXN000456,Prime Groceries Order 33,P0014,S003,1,36642,5176,02-Feb-2026 12.11.44 AM,Card,Store
TXN000457,Quick Mobile Order 47,P0018,S001,4,111802,3211,25-Jan-2026 08.05.12 PM,Card,Online
TXN000458,Royal Groceries Order 100,P0003,S001,5,95989,10162,26-Mar-2026 07.04.16 PM,Net Banking,Online
TXN000459,Elite Fashion Order 71,P0002,S001,5,100607,1479,31-Jan-2026 06.24.48 AM,Cash,Store
TXN000460,Metro Electronics Order 21,P0013,S003,3,92697,2512,07-Feb-2026 11.45.09 PM,UPI,Store
TXN000461,Value Fashion Order 4,P0017,S001,4,10286,329,10-Jan-2026 05.22.51 PM,Card,Store
TXN000462,Modern Lifestyle Order 18,P0003,S004,3,108634,3232,05-Feb-2026 10.43.55 PM,UPI,Online
TXN000463,Elite Mobile Order 83,P0017,S001,2,95994,3836,05-Jan-2026 09.51.37 AM,Cash,Store
TXN000464,Metro Lifestyle Order 44,P0017,S005,4,36671,1473,20-Mar-2026 09.43.00 AM,UPI,Online
TXN000465,Fresh Electronics Order 75,P0019,S005,4,88435,108,22-Feb-2026 09.37.07 PM,Cash,Online
TXN000466,Modern Lifestyle Order 18,P0011,S003,5,24435,1699,28-Feb-2026 02.20.51 PM,UPI,Store
TXN000467,Value Furniture Order 70,P0019,S004,1,32391,145,15-Mar-2026 03.42.49 PM,UPI,Store
TXN000468,Quick Fashion Order 41,P0017,S003,3,37351,4138,20-Jan-2026 06.01.47 PM,Net Banking,Online
TXN000469,Fresh Groceries Order 39,P0020,S002,1,66042,2566,12-Mar-2026 02.20.11 PM,Net Banking,Online
TXN000470,Quick Furniture Order 48,P0004,S004,4,118453,17568,25-Mar-2026 11.56.56 PM,Cash,Online
TXN000471,Urban Groceries Order 8,P0017,S002,4,42929,547,21-Jan-2026 06.33.21 PM,UPI,Store
TXN000472,Urban Mobile Order 3,P0020,S005,1,100679,3123,11-Feb-2026 11.08.52 PM,Card,Store
TXN000473,Elite Accessories Order 13,P0006,S003,4,105015,7042,10-Feb-2026 06.52.42 PM,Net Banking,Store
TXN000474,Urban Electronics Order 62,P0018,S002,3,16454,2076,18-Mar-2026 10.15.12 AM,Net Banking,Online
TXN000475,Elite Electronics Order 52,P0018,S001,4,1966,25,09-Feb-2026 04.21.38 AM,UPI,Store
TXN000476,Royal Furniture Order 57,P0018,S005,1,45143,5758,30-Jan-2026 04.23.15 AM,Net Banking,Store
